LOBO 0019 - Yaquina
Yaquina Bay
date [PST]	CDOM [QSDE]	conductivity [S/m]	dissolved oxygen [ml/l]	fluorescence [ug/L]	nitrate [uM]	oxygen saturation [ml/l]	oxygen % saturation [%]	PAR	phosphate concentration [uM]	pressure [dBar]	ps voltage [V]	salinity	scattering coeff [1/m*sr]	temperature [C]	turbidity [NTU]
2013-04-26 00:00:00	2.68	3.53	1.62	0.26		6.55	24.7		3.35	2.680	13.7	33.14	0.004326	8.93	1.42
2013-04-26 01:00:00	2.71	3.52	1.59	0.24		6.57	24.2		3.33	2.680	13.7	33.10	0.004075	8.82	1.32
2013-04-26 02:00:00	2.73	3.50	1.62	0.23		6.55	24.8		3.58	2.690	13.7	32.76	0.003950	9.03	1.27
2013-04-26 03:00:00	2.90	3.51	1.60	0.28		6.54	24.5		-0.08	2.650	13.7	32.79	0.006028	9.10	2.10
2013-04-26 04:00:00	3.24	3.50	1.71	0.39		6.47	26.4		-0.08	2.675	13.7	32.08	0.007435	9.76	2.66
2013-04-26 05:00:00	3.49	3.42	1.87	0.44		6.45	29.0		-0.11	2.690	13.6	30.80	0.007540	10.30	2.70
2013-04-26 06:00:00	3.50	3.44	1.81	0.41		6.46	28.0		-0.15	2.690	13.7	31.21	0.006266	10.10	2.20
2013-04-26 07:00:00	3.62	3.45	1.81	0.52		6.45	28.1		-0.10	2.699	13.7	31.28	0.006673	10.11	2.36
2013-04-26 08:00:00	3.70	3.38	1.95	0.51		6.43	30.3		-0.14	2.690	13.7	30.15	0.006917	10.62	2.46
2013-04-26 09:00:00	4.25	3.27	2.11	0.46		6.41	32.9		-0.15	2.698	13.7	28.66	0.007713	11.17	2.77
2013-04-26 10:00:00	4.06	3.35	1.99	0.43		6.42	31.1		-0.11	2.698	13.7	29.69	0.007243	10.79	2.59
2013-04-26 11:00:00	3.63	3.43	1.75	0.38		6.48	27.0		-0.08	2.697	13.7	31.16	0.005648	9.95	1.95
2013-04-26 12:00:00	3.13	3.47	1.62	0.36		6.53	24.8		-0.10	2.696	13.7	32.16	0.005218	9.35	1.78
2013-04-26 13:00:00	2.72	3.51	1.68	0.30		6.55	25.7		-0.11	2.699	13.7	32.94	0.004670	8.95	1.56
2013-04-26 14:00:00	2.56	3.52	1.49	0.18		6.56	22.7		-0.10	2.700	13.7	33.14	0.003485	8.83	1.08
2013-04-26 15:00:00	2.55	3.54	1.56	0.19		6.53	23.8		-0.10	2.691	13.7	33.17	0.004064	9.01	1.31
2013-04-26 16:00:00	2.65	3.56	1.74	0.22		6.45	26.9		-0.10	2.689	13.7	32.77	0.004333	9.71	1.42
2013-04-26 17:00:00	2.76	3.56	1.82	0.25		6.41	28.4		-0.10	2.690	13.7	32.46	0.004379	10.05	1.44
2013-04-26 18:00:00	2.82	3.57	1.85	0.26		6.39	29.0		-0.10	2.690	13.7	32.29	0.004526	10.26	1.50
2013-04-26 19:00:00	2.78	3.56	1.84	0.28		6.40	28.7		-0.10	2.700	13.7	32.28	0.004149	10.21	1.35
2013-04-26 20:00:00	3.10	3.54	1.90	0.26		6.38	29.8		-0.13	2.700	13.7	31.88	0.003938	10.43	1.26
2013-04-26 21:00:00	3.20	3.53	1.87	0.32		6.40	29.2		-0.11	2.700	13.7	31.80	0.004342	10.36	1.43
2013-04-26 22:00:00	3.29	3.53	1.79	0.34		6.41	28.0		-0.12	2.710	13.7	31.98	0.004544	10.19	1.51
2013-04-26 23:00:00	3.28	3.53	1.71	0.33		6.44	26.6		-0.11	2.710	13.7	32.25	0.004575	9.95	1.52
2013-04-27 00:00:00	2.81	3.54	1.58	0.27		6.50	24.3		-0.11	2.719	13.7	32.86	0.003791	9.31	1.21
2013-04-27 01:00:00	2.58	3.53	1.45	0.21		6.57	22.1		-0.10	2.720	13.7	33.33	0.003102	8.70	0.93
2013-04-27 02:00:00	2.59	3.53	1.48	0.23		6.56	22.5		-0.10	2.719	13.7	33.19	0.004056	8.84	1.31
2013-04-27 03:00:00	2.73	3.52	1.50	0.23		6.55	23.0		-0.10	2.716	13.7	32.99	0.004151	8.97	1.35
2013-04-27 04:00:00	3.01	3.52	1.57	0.29		6.50	24.2		-0.11	2.698	13.7	32.61	0.005806	9.40	2.01
2013-04-27 05:00:00	3.36	3.50	1.68	0.42		6.45	26.0		-0.11	2.705	13.7	31.84	0.007465	9.99	2.67
2013-04-27 06:00:00	3.53	3.43	1.78	0.40		6.43	27.7		-0.12	2.714	13.7	30.83	0.006600	10.38	2.33
2013-04-27 07:00:00	3.55	3.45	1.76	0.47		6.43	27.3		-0.11	2.720	13.7	31.06	0.006640	10.32	2.35
2013-04-27 08:00:00	3.48	3.47	1.73	0.44		6.45	26.9		-0.12	2.720	13.7	31.42	0.007487	10.13	2.68
2013-04-27 09:00:00	3.86	3.38	1.91	0.44		6.41	29.7		-0.08	2.730	13.7	29.97	0.006765	10.80	2.39
2013-04-27 10:00:00	4.23	3.30	2.04	0.53		6.40	32.0		-0.13	2.724	13.7	28.94	0.008462	11.18	3.07
2013-04-27 11:00:00	3.85	3.39	1.90	0.42		6.41	29.6		-0.12	2.730	13.7	30.09	0.007165	10.73	2.55
2013-04-27 12:00:00	3.22	3.45	1.83	0.44		6.45	28.3		-0.10	2.730	13.7	31.17	0.005211	10.16	1.77
2013-04-27 13:00:00	3.01	3.50	1.70	0.40		6.49	26.1		-0.10	2.730	13.8	32.21	0.004942	9.56	1.67
2013-04-27 14:00:00	2.61	3.53	1.68	0.55		6.51	25.9		-0.10	2.730	13.7	32.82	0.004118	9.27	1.34
2013-04-27 15:00:00	2.59	3.54	1.89	0.62		6.47	29.3		-0.10	2.725	13.7	32.62	0.003837	9.64	1.22
2013-04-27 16:00:00	2.66	3.54	1.79	0.56		6.48	27.6		-0.12	2.720	13.7	32.68	0.004039	9.49	1.30
2013-04-27 17:00:00	2.64	3.57	1.92	0.57		6.44	29.8		-0.10	2.728	13.7	32.75	0.004351	9.76	1.43
2013-04-27 18:00:00	2.81	3.57	1.99	0.47		6.39	31.1		-0.11	2.720	13.7	32.30	0.004424	10.24	1.46
2013-04-27 19:00:00	2.78	3.56	1.98	0.48		6.40	30.9		-0.09	2.720	13.7	32.22	0.004381	10.22	1.44
2013-04-27 20:00:00	2.87	3.55	1.99	0.50		6.39	31.2		-0.09	2.720	13.7	32.02	0.004044	10.36	1.31
2013-04-27 21:00:00	2.98	3.53	1.97	0.48		6.40	30.9		-0.13	2.730	13.7	31.84	0.004113	10.36	1.33
2013-04-27 22:00:00	3.02	3.52	1.93	0.53		6.40	30.2		-0.12	2.720	13.7	31.78	0.004556	10.33	1.51
2013-04-27 23:00:00	2.98	3.53	1.91	0.47		6.41	29.8		-0.10	2.720	13.7	32.00	0.004618	10.20	1.54
2013-04-28 00:00:00	2.91	3.54	1.85	0.51		6.42	28.9		-0.11	2.720	13.7	32.16	0.004498	10.09	1.49
2013-04-28 01:00:00	2.62	3.55	1.80	0.92		6.49	27.7		-0.10	2.720	13.7	32.87	0.004857	9.42	1.63
2013-04-28 02:00:00	2.67	3.53	1.89	0.95		6.48	29.2		-0.11	2.717	13.7	32.60	0.003392	9.56	1.05
2013-04-28 03:00:00	2.65	3.54	1.80	0.88		6.50	27.7		-0.10	2.720	13.7	32.87	0.004248	9.32	1.39
2013-04-28 04:00:00	2.68	3.53	1.83	0.75		6.49	28.2		-0.11	2.720	13.7	32.61	0.004758	9.46	1.59
2013-04-28 05:00:00	3.02	3.53	1.83	0.59		6.45	28.4		-0.11	2.702	13.7	32.27	0.006379	9.85	2.24
2013-04-28 06:00:00	3.49	3.47	1.90	0.58		6.42	29.6		-0.07	2.712	13.7	31.26	0.007500	10.38	2.69
2013-04-28 07:00:00	3.55	3.43	1.93	0.58		6.41	30.1		-0.10	2.720	13.7	30.72	0.006158	10.56	2.15
2013-04-28 08:00:00	3.49	3.47	1.91	0.59		6.42	29.7		-0.12	2.729	13.7	31.18	0.007369	10.37	2.64
2013-04-28 09:00:00	3.33	3.49	1.91	0.66		6.42	29.7		-0.12	2.720	13.7	31.49	0.006789	10.25	2.40
2013-04-28 10:00:00	3.77	3.34	2.11	0.52		6.36	33.1		-0.11	2.720	13.7	29.15	0.005672	11.36	1.96
2013-04-28 11:00:00	4.61	3.31	2.19	0.75		6.36	34.4		-0.11	2.720	13.7	28.67	0.007380	11.56	2.64
2013-04-28 12:00:00	3.71	3.41	2.04	0.56		6.38	31.9		-0.13	2.712	13.7	30.17	0.006340	10.92	2.22
2013-04-28 13:00:00	3.40	3.48	2.07	1.02		6.42	32.2		-0.10	2.710	13.8	31.37	0.006012	10.33	2.09
2013-04-28 14:00:00	2.70	3.57	2.51	1.90		6.42	39.2		-0.10	2.713	13.7	32.53	0.004892	10.02	1.65
2013-04-28 15:00:00	2.55	3.57	2.41	1.88		6.43	37.4		-0.11	2.710	13.7	32.64	0.004423	9.91	1.46
2013-04-28 16:00:00	2.61	3.59	2.37	2.09		6.43	36.9		-0.10	2.700	13.7	33.00	0.004333	9.78	1.42
2013-04-28 17:00:00	2.52	3.59	2.42	2.12		6.41	37.7		-0.10	2.699	13.7	32.80	0.004304	9.96	1.41
2013-04-28 18:00:00	2.58	3.61	2.51	1.60		6.37	39.3		-0.12	2.690	13.7	32.70	0.004508	10.30	1.49
2013-04-28 19:00:00	2.78	3.60	2.51	1.62		6.34	39.6		-0.10	2.683	13.7	32.34	0.004534	10.64	1.50
2013-04-28 20:00:00	2.72	3.60	2.50	1.48		6.35	39.4		-0.10	2.688	13.7	32.39	0.004393	10.55	1.45
2013-04-28 21:00:00	2.90	3.59	2.48	1.32		6.32	39.3		-0.09	2.680	13.7	31.98	0.004052	10.86	1.31
2013-04-28 22:00:00	3.23	3.57	2.44	1.47		6.34	38.4		-0.12	2.680	13.7	31.89	0.004963	10.73	1.67
2013-04-28 23:00:00	3.20	3.57	2.42	1.47		6.35	38.1		-0.11	2.681	13.7	31.96	0.005012	10.66	1.69
2013-04-29 00:00:00	3.21	3.57	2.42	1.34		6.35	38.2		-0.10	2.680	13.7	31.97	0.004810	10.68	1.61
2013-04-29 01:00:00	2.96	3.58	2.38	1.51		6.37	37.4		-0.11	2.680	13.7	32.39	0.004796	10.36	1.61
2013-04-29 02:00:00	2.73	3.58	2.28	1.75		6.42	35.5		-0.10	2.680	13.7	32.75	0.004833	9.94	1.62
2013-04-29 03:00:00	2.82	3.57	2.29	1.63		6.41	35.8		-0.10	2.671	13.7	32.54	0.003759	10.04	1.19
2013-04-29 04:00:00	2.71	3.58	2.25	1.64		6.44	35.0		-0.09	2.680	13.7	32.81	0.004983	9.79	1.68
2013-04-29 05:00:00	2.74	3.58	2.23	1.42		6.43	34.7		-0.11	2.679	13.7	32.80	0.005353	9.84	1.83
2013-04-29 06:00:00	3.18	3.55	2.24	0.96		6.38	35.1		-0.12	2.678	13.7	31.98	0.007024	10.44	2.50
2013-04-29 07:00:00	3.57	3.49	2.27	0.83		6.36	35.6		-0.11	2.683	13.7	31.03	0.007284	10.86	2.60
2013-04-29 08:00:00	3.54	3.48	2.26	0.77		6.36	35.5		-0.10	2.700	13.7	30.86	0.005820	10.87	2.02
2013-04-29 09:00:00	3.39	3.51	2.29	1.02		6.36	36.0		-0.11	2.699	13.7	31.34	0.006941	10.73	2.47
2013-04-29 10:00:00	3.28	3.53	2.36	1.04		6.36	37.2		-0.12	2.700	13.7	31.52	0.006537	10.73	2.30
2013-04-29 11:00:00	3.76	3.42	2.43	0.71		6.30	38.6		-0.11	2.700	13.7	29.66	0.006869	11.66	2.44
2013-04-29 12:00:00	4.48	3.36	2.49	0.94		6.29	39.6		-0.13	2.700	13.7	28.79	0.006758	12.03	2.39
2013-04-29 13:00:00	3.64	3.47	2.39	0.86		6.33	37.7		-0.10	2.697	13.7	30.50	0.006582	11.20	2.32
2013-04-29 14:00:00	3.03	3.54	2.46	1.80		6.34	38.8		-0.09	2.700	13.7	31.49	0.005715	10.87	1.97
2013-04-29 15:00:00	2.76	3.60	2.63	2.71		6.34	41.4		-0.07	2.700	13.7	32.29	0.005657	10.63	1.95
2013-04-29 16:00:00	2.58	3.60	2.38	2.16		6.40	37.1		-0.08	2.704	13.7	32.85	0.004484	10.03	1.48
2013-04-29 17:00:00	2.45	3.60	2.24	2.40		6.43	34.9		-0.11	2.700	13.7	33.18	0.004728	9.70	1.58
2013-04-29 18:00:00	2.50	3.60	2.26	2.24		6.43	35.2		-0.10	2.700	13.7	33.15	0.004194	9.73	1.37
2013-04-29 19:00:00	2.58	3.63	2.46	1.80		6.37	38.7		-0.10	2.700	13.7	32.88	0.004427	10.28	1.46
2013-04-29 20:00:00	2.76	3.62	2.55	1.79		6.33	40.3		-0.12	2.707	13.7	32.49	0.004151	10.64	1.35
2013-04-29 21:00:00	2.65	3.61	2.49	1.61		6.35	39.3		-0.11	2.710	13.7	32.56	0.004042	10.51	1.31
2013-04-29 22:00:00	3.02	3.55	2.54	1.55		6.34	40.0		-0.10	2.710	13.7	31.74	0.004053	10.75	1.31
2013-04-29 23:00:00	2.98	3.56	2.48	1.72		6.35	39.1		-0.11	2.710	13.7	31.93	0.004328	10.63	1.42
2013-04-30 00:00:00	3.37	3.57	2.48	1.61		6.35	39.1		-0.10	2.710	13.7	31.94	0.004728	10.67	1.58
2013-04-30 01:00:00	3.13	3.59	2.49	1.61		6.35	39.2		-0.11	2.720	13.6	32.22	0.005099	10.59	1.73
2013-04-30 02:00:00	3.01	3.59	2.36	1.58		6.38	37.0		-0.10	2.720	13.6	32.58	0.004784	10.23	1.60
2013-04-30 03:00:00	2.71	3.57	2.30	1.63		6.47	35.6		-0.10	2.720	13.6	32.96	0.004701	9.53	1.57
2013-04-30 04:00:00	2.61	3.51	2.01	1.05		6.58	30.5		-0.10	2.729	13.6	33.19	0.003359	8.70	1.03
2013-04-30 05:00:00	2.73	3.53	2.11	1.18		6.53	32.3		-0.11	2.730	13.6	32.96	0.004457	9.07	1.47
2013-04-30 06:00:00	2.99	3.54	2.18	0.76		6.47	33.7		-0.11	2.730	13.6	32.59	0.005520	9.60	1.90
2013-04-30 07:00:00	3.37	3.52	2.31	0.79		6.40	36.1		-0.10	2.723	13.7	31.71	0.006598	10.40	2.33
2013-04-30 08:00:00	3.45	3.45	2.35	0.69		6.41	36.8		-0.14	2.740	13.7	30.92	0.005378	10.56	1.84
2013-04-30 09:00:00	3.43	3.48	2.37	0.87		6.40	37.0			2.740	13.7	31.21	0.006471	10.52	2.28
2013-04-30 14:00:00	4.49										13.7				
2013-04-30 15:00:00	3.95	3.49	2.78	1.10		6.48	42.9			3.100	13.8	32.03	0.005622	9.72	1.94
2013-04-30 17:00:00	3.45	3.54	2.66	0.94		6.53	40.7			3.118	13.8	33.11	0.004763	9.05	1.59
2013-04-30 18:00:00	3.30	3.54	2.50	0.88		6.56	38.1			3.120	13.8	33.35	0.004873	8.81	1.64
2013-04-30 19:00:00	3.24	3.54	2.47	0.68		6.56	37.7			3.130	13.8	33.37	0.004068	8.79	1.32
2013-04-30 20:00:00	3.49	3.53	2.59	0.68		6.51	39.7			3.130	13.8	32.88	0.004522	9.24	1.50
2013-04-30 21:00:00	3.47	3.53	2.66	0.65		6.50	40.9			3.139	13.7	32.70	0.004429	9.39	1.46
2013-04-30 22:00:00	3.52	3.53	2.64	0.61		6.50	40.6			3.140	13.7	32.75	0.004144	9.34	1.35
2013-04-30 23:00:00	3.94	3.48	2.77	0.57		6.46	42.9			3.140	13.7	31.70	0.003910	9.95	1.25
2013-05-01 00:00:00	4.28	3.45	2.77	0.58		6.47	42.8			3.140	13.7	31.39	0.004103	9.99	1.33
2013-05-01 01:00:00	4.74	3.46	2.78	0.70		6.46	43.0			3.140	13.7	31.41	0.004929	10.04	1.66
2013-05-01 02:00:00	4.11	3.50	2.69	0.58		6.48	41.5			3.140	13.7	32.06	0.004567	9.73	1.52
2013-05-01 03:00:00	3.91	3.51	2.60	0.61		6.51	40.0			3.150	13.7	32.60	0.005146	9.32	1.75
2013-05-01 04:00:00	3.61	3.52	2.54	0.64		6.54	38.8			3.150	13.7	32.92	0.005042	9.03	1.71
2013-05-01 05:00:00	3.67	3.50	2.44	0.59		6.60	36.9			3.159	13.7	33.18	0.005369	8.56	1.84
2013-05-01 06:00:00	3.80	3.47	2.47	0.52		6.59	37.4			3.147	13.7	32.63	0.005176	8.77	1.76
2013-05-01 07:00:00	3.85	3.46	2.45	0.53		6.59	37.1			3.160	13.7	32.53	0.005237	8.80	1.78
2013-05-01 10:00:00	4.10	3.45	2.54	0.54		6.56	38.7			3.154	13.8	32.17	0.006576	9.12	2.32
2013-05-01 11:00:00	4.10	3.46	2.68	0.51		6.52	41.1			3.150	13.8	31.96	0.005805	9.47	2.01
2013-05-01 12:00:00	4.34	3.44	2.64	0.42		6.50	40.7			3.140	13.8	31.39	0.005250	9.78	1.79
2013-05-01 13:00:00	4.62	3.38	2.85	0.39		6.43	44.3			3.140	13.8	30.09	0.005513	10.65	1.89
2013-05-01 14:00:00	5.19	3.32	2.95	0.60		6.40	46.1			3.137	13.8	29.15	0.006397	11.10	2.25
2013-05-01 15:00:00	4.47	3.46	2.68	0.57		6.50	41.3			3.130	13.8	31.69	0.007047	9.68	2.51
2013-05-01 16:00:00	4.36	3.47	2.43	0.70		6.55	37.1			3.133	13.8	32.27	0.006570	9.16	2.32
2013-05-01 17:00:00	3.88	3.50	2.55	0.67		6.57	38.9			3.130	13.8	32.88	0.006155	8.88	2.15
2013-05-01 18:00:00	3.56	3.53	2.37	0.60		6.57	36.0			3.130	13.8	33.29	0.004952	8.72	1.67
2013-05-01 19:00:00	3.50	3.53	2.25	0.51		6.58	34.2			3.130	13.8	33.42	0.004931	8.61	1.66
2013-05-01 20:00:00	3.56	3.53	2.30	0.48		6.54	35.1			3.129	13.8	33.15	0.004837	8.96	1.62
2013-05-01 21:00:00	3.65	3.53	2.33	0.56		6.53	35.6			3.140	13.8	32.97	0.004976	9.07	1.68
2013-05-01 22:00:00	3.75	3.52	2.44	0.50		6.49	37.5			3.140	13.8	32.48	0.004780	9.50	1.60
2013-05-01 23:00:00	3.93	3.50	2.46	0.46		6.49	37.9			3.130	13.7	32.22	0.004257	9.59	1.39
2013-05-02 00:00:00	4.32	3.46	2.64	0.44		6.43	41.1			3.130	13.7	31.19	0.003905	10.33	1.25
2013-05-02 01:00:00	4.32	3.45	2.67	0.40		6.43	41.6			3.130	13.7	31.01	0.004095	10.39	1.33
2013-05-02 02:00:00	5.34	3.43	2.68	0.53		6.44	41.5			3.128	13.7	30.87	0.004860	10.32	1.63
2013-05-02 03:00:00	4.52	3.46	2.53	0.53		6.48	39.0			3.124	13.7	31.49	0.004642	9.90	1.55
2013-05-02 04:00:00	4.06	3.50	2.30	0.46		6.52	35.2			3.120	13.7	32.51	0.005471	9.27	1.88
2013-05-02 05:00:00	3.79	3.51	2.06	0.46		6.57	31.4			3.121	13.7	33.03	0.005330	8.78	1.82
2013-05-02 06:00:00	3.79	3.49	1.96	0.40		6.61	29.7			3.119	13.7	33.13	0.005219	8.54	1.78
2013-05-02 07:00:00	3.91	3.46	1.98	0.43		6.60	30.1			3.120	13.7	32.61	0.005136	8.72	1.74
2013-05-02 08:00:00	4.16	3.47	2.09	0.53		6.53	31.9			3.120	13.8	32.20	0.005207	9.30	1.77
2013-05-02 09:00:00	4.23	3.46	2.16	0.46		6.55	32.9			3.120	13.8	32.10	0.005609	9.22	1.93
2013-05-02 10:00:00	4.34	3.44	2.23	0.57		6.53	34.2			3.110	13.8	31.78	0.005137	9.45	1.74
2013-05-02 11:00:00	4.38	3.44	2.30	0.74		6.51	35.4			3.100	13.8	31.54	0.004938	9.67	1.66
2013-05-02 12:00:00	4.32	3.45	2.33	0.46		6.48	36.0			3.091	13.8	31.49	0.005013	9.87	1.69
2013-05-02 13:00:00	4.39	3.45	2.49	0.39		6.39	39.0			3.090	13.8	30.77	0.004582	10.71	1.52
2013-05-02 14:00:00	4.39	3.45	2.51	0.39		6.38	39.4			3.090	13.8	30.64	0.004653	10.84	1.55
2013-05-02 15:00:00	4.69	3.36	2.77	0.44		6.34	43.7			3.087	13.8	29.17	0.004754	11.56	1.59
2013-05-02 16:00:00	4.59	3.47	2.41	0.50		6.46	37.3			3.081	13.8	31.52	0.005549	10.03	1.91
2013-05-02 17:00:00	4.31	3.49	2.00	0.58		6.55	30.5			3.080	13.8	32.56	0.006755	9.08	2.39
2013-05-02 18:00:00	3.87	3.51	2.05	0.55		6.55	31.3			3.080	13.8	32.84	0.005501	8.98	1.89
2013-05-02 19:00:00	3.64	3.54	2.04	0.48		6.55	31.2			3.090	13.8	33.28	0.004716	8.86	1.58
2013-05-02 20:00:00	3.55	3.54	2.01	0.48		6.56	30.6			3.099	13.8	33.38	0.004954	8.78	1.67
2013-05-02 21:00:00	3.69	3.54	2.07	0.48		6.54	31.6			3.100	13.8	33.23	0.004943	8.96	1.67
2013-05-02 22:00:00	3.95	3.52	2.18	0.49		6.48	33.7			3.100	13.8	32.44	0.004694	9.59	1.57
2013-05-02 23:00:00	3.85	3.53	2.17	0.57		6.48	33.5			3.100	13.7	32.53	0.004969	9.55	1.68
2013-05-03 00:00:00	4.04	3.51	2.27	0.58		6.45	35.2			3.100	13.7	32.02	0.004449	9.91	1.47
2013-05-03 01:00:00	4.26	3.49	2.36	0.44		6.43	36.7			3.100	13.7	31.56	0.004048	10.19	1.31
2013-05-03 02:00:00	4.89	3.45	2.46	0.43		6.42	38.3			3.100	13.7	30.99	0.004219	10.45	1.38
2013-05-03 03:00:00	4.82	3.47	2.40	0.42		6.43	37.3			3.100	13.7	31.32	0.004375	10.25	1.44
2013-05-03 04:00:00	5.05	3.45	2.38	0.57		6.45	36.9			3.100	13.7	31.16	0.004717	10.17	1.58
2013-05-03 05:00:00	4.25	3.49	2.18	0.44		6.49	33.6			3.100	13.7	32.06	0.004860	9.63	1.63
2013-05-03 06:00:00	3.99	3.52	2.13	0.39		6.55	32.6			3.100	13.7	32.92	0.005426	9.00	1.86
2013-05-03 07:00:00	3.91	3.50	2.25	0.36		6.58	34.2			3.109	13.7	32.99	0.005020	8.75	1.70
2013-05-03 08:00:00	3.87	3.49	2.32	0.39		6.59	35.1			3.100	13.8	32.95	0.005290	8.70	1.80
2013-05-03 09:00:00	4.02	3.48	2.37	0.47		6.54	36.2			3.090	13.8	32.40	0.005033	9.21	1.70
2013-05-03 10:00:00	4.20	3.48	2.27	0.43		6.53	34.7			3.090	13.8	32.30	0.004640	9.32	1.54
2013-05-03 11:00:00	4.34	3.45	2.42	0.65		6.45	37.6			3.080	13.8	31.16	0.005138	10.17	1.74
2013-05-03 12:00:00	4.26	3.45	2.47	0.76		6.45	38.3			3.080	13.8	31.22	0.004946	10.18	1.67
2013-05-03 13:00:00	4.41	3.46	2.46	0.47		6.47	38.1			3.072	13.8	31.54	0.005595	9.94	1.93
2013-05-03 14:00:00	4.60	3.46	2.55	0.41		6.36	40.2			3.070	13.8	30.65	0.004675	10.99	1.56
2013-05-03 15:00:00	4.51	3.48	2.67	0.40		6.29	42.4			3.060	13.8	30.33	0.005999	11.55	2.09
2013-05-03 16:00:00	4.69	3.45	2.75	0.46		6.29	43.7			3.050	13.8	29.97	0.004298	11.66	1.41
2013-05-03 17:00:00	4.72	3.47	2.61	0.55		6.44	40.6			3.047	13.8	31.37	0.005325	10.19	1.82
2013-05-03 18:00:00	3.99	3.52	2.44	0.49		6.51	37.4			3.040	13.8	32.64	0.006337	9.32	2.22
2013-05-03 19:00:00	3.70	3.52	2.34	0.41		6.54	35.8			3.041	13.8	33.00	0.005383	9.02	1.84
2013-05-03 20:00:00	3.59	3.54	2.28	0.34		6.55	34.8			3.050	13.8	33.33	0.004541	8.86	1.51
2013-05-03 21:00:00	3.48	3.54	2.16	0.27		6.58	32.9			3.049	13.8	33.58	0.004526	8.61	1.50
2013-05-03 22:00:00	3.73	3.54	2.26	0.32		6.50	34.8			3.040	13.8	32.92	0.004665	9.30	1.56
2013-05-03 23:00:00	3.58	3.55	2.17	0.36		6.54	33.3			3.050	13.7	33.26	0.005892	8.97	2.05
2013-05-04 00:00:00	3.79	3.54	2.29	0.39		6.49	35.3			3.040	13.7	32.75	0.004439	9.44	1.46
2013-05-04 01:00:00	3.82	3.53	2.30	0.39		6.48	35.5			3.040	13.7	32.65	0.004392	9.51	1.45
2013-05-04 02:00:00	4.07	3.53	2.38	0.33		6.44	36.9			3.032	13.7	32.15	0.004031	9.96	1.30
2013-05-04 03:00:00	4.49	3.49	2.48	0.31		6.42	38.6			3.030	13.7	31.53	0.004426	10.30	1.46
2013-05-04 04:00:00	4.44	3.48	2.49	0.36		6.41	38.9			3.020	13.7	31.29	0.004196	10.39	1.37
2013-05-04 05:00:00	4.85	3.47	2.50	0.47		6.42	39.0			3.020	13.7	31.29	0.004485	10.33	1.48
2013-05-04 06:00:00	4.12	3.50	2.35	0.36		6.47	36.3			3.020	13.7	32.09	0.004522	9.76	1.50
2013-05-04 07:00:00	3.95	3.52	2.19	0.34		6.52	33.5			3.020	13.7	32.81	0.005023	9.20	1.70
2013-05-04 08:00:00	3.61	3.52	2.27	0.34		6.58	34.5			3.020	13.8	33.19	0.004709	8.71	1.57
2013-05-04 09:00:00	3.61	3.52	2.27	0.33		6.58	34.4			3.010	13.8	33.25	0.004943	8.65	1.67
2013-05-04 10:00:00	3.84	3.51	2.40	0.34		6.51	36.9			3.003	13.8	32.56	0.004991	9.32	1.69
2013-05-04 11:00:00	3.92	3.51	2.43	0.33		6.45	37.7			2.990	13.8	31.95	0.004472	9.98	1.48
2013-05-04 12:00:00	4.03	3.50	2.45	0.38		6.45	38.0			2.980	13.8	31.95	0.004439	9.95	1.46
2013-05-04 13:00:00	3.94	3.52	2.57	0.47		6.42	40.0			2.970	13.8	31.95	0.004960	10.15	1.67
2013-05-04 14:00:00	3.98	3.53	2.51	0.41		6.40	39.2			2.960	13.8	31.82	0.004306	10.33	1.41
2013-05-04 15:00:00	4.06	3.58	2.58	0.34		6.27	41.2			2.940	13.8	31.42	0.003887	11.42	1.24
2013-05-04 16:00:00	4.22	3.58	2.82	0.44		6.22	45.3			2.930	13.8	31.01	0.005243	11.86	1.79
2013-05-04 19:00:00	3.74	3.55	2.47	0.42		6.42	38.5			2.930	13.8	32.31	0.004087	10.06	1.32
2013-05-04 20:00:00	3.44	3.57	2.29	0.44		6.48	35.3			2.930	13.8	33.08	0.004052	9.40	1.31
2013-05-04 21:00:00	3.45	3.56	2.08	0.40		6.54	31.9			2.940	13.8	33.39	0.003974	8.94	1.28
2013-05-04 22:00:00	3.51	3.56	2.08	0.43		6.53	31.8			2.940	13.8	33.38	0.004155	8.99	1.35
2013-05-04 23:00:00	3.48	3.56	2.02	0.42		6.53	30.9			2.940	13.8	33.37	0.004625	8.96	1.54
2013-05-05 00:00:00	3.51	3.57	2.12	0.42		6.47	32.8			2.940	13.8	33.03	0.004073	9.48	1.32
2013-05-05 01:00:00	3.68	3.56	2.11	0.42		6.48	32.6			2.930	13.8	33.00	0.003924	9.46	1.26
2013-05-05 02:00:00	3.76	3.57	2.18	0.41		6.43	33.8			2.925	13.8	32.72	0.004057	9.84	1.31
2013-05-05 03:00:00	3.87	3.57	2.20	0.51		6.42	34.3			2.920	13.8	32.63	0.004523	9.97	1.50
2013-05-05 04:00:00	4.13	3.55	2.34	0.37		6.39	36.6			2.920	13.8	32.04	0.003930	10.36	1.26
2013-05-05 05:00:00	4.31	3.53	2.36	0.39		6.38	37.0			2.914	13.8	31.73	0.004077	10.53	1.32
2013-05-05 06:00:00	5.00	3.52	2.39	0.48		6.38	37.5			2.910	13.8	31.51	0.004590	10.58	1.53
2013-05-05 07:00:00	4.12	3.54	2.27	0.40		6.41	35.4			2.910	13.8	32.10	0.004396	10.16	1.45
